,sample_type,theta,cutp,cutn,seed_num,mes,sample_num
71,rot_4,-2.51327412287,1,-1,722,1.09175633461,7.0
72,cut_1,0.0,5,3,714,2.0545463717500003,8.0
73,centre_cut,0.0,1,-1,714,2.01317662273,8.0
74,rot_3,-1.88495559215,1,-1,714,2.5616869280900003,8.0
75,cut_4,0.0,-7,-9,714,0.301353706475,8.0
76,rot_1,-0.628318530718,1,-1,714,3.07141423283,8.0
77,cut_3,0.0,-3,-5,714,1.6470912786899998,8.0
78,rot_2,-1.25663706144,1,-1,714,3.83965158574,8.0
79,cut_2,0.0,9,7,714,1.5567787085100002,8.0
80,rot_4,-2.51327412287,1,-1,714,1.81044966442,8.0
81,cut_1,0.0,5,3,755,0.8435281593880001,9.0
82,centre_cut,0.0,1,-1,755,1.18010002482,9.0
83,rot_3,-1.88495559215,1,-1,755,0.761546099443,9.0
84,cut_4,0.0,-7,-9,755,1.4890626974899999,9.0
85,rot_1,-0.628318530718,1,-1,755,2.11453775251,9.0
86,cut_3,0.0,-3,-5,755,1.6129376959600001,9.0
87,rot_2,-1.25663706144,1,-1,755,1.98925438508,9.0
88,cut_2,0.0,9,7,755,0.750615653083,9.0
89,rot_4,-2.51327412287,1,-1,755,0.472319812768,9.0
90,cut_1,0.0,5,3,917,4.23480889418,10.0
91,centre_cut,0.0,1,-1,917,3.77952882705,10.0
92,rot_3,-1.88495559215,1,-1,917,0.969944452907,10.0
93,cut_4,0.0,-7,-9,917,1.27320508689,10.0
94,rot_1,-0.628318530718,1,-1,917,3.4856609811,10.0
95,cut_3,0.0,-3,-5,917,2.60930237104,10.0
96,rot_2,-1.25663706144,1,-1,917,1.75880457536,10.0
97,cut_2,0.0,9,7,917,1.9116259136400002,10.0
98,rot_4,-2.51327412287,1,-1,917,2.17898065824,10.0
99,cut_1,0.0,5,3,791,1.30278834796,11.0
100,centre_cut,0.0,1,-1,791,1.57189009373,11.0
101,rot_3,-1.88495559215,1,-1,791,2.35050481745,11.0
102,cut_4,0.0,-7,-9,791,0.6907695686290001,11.0
103,rot_1,-0.628318530718,1,-1,791,0.250096240109,11.0
104,cut_3,0.0,-3,-5,791,1.5926206000299998,11.0
105,rot_2,-1.25663706144,1,-1,791,0.747977036268,11.0
106,cut_2,0.0,9,7,791,0.8071259035639999,11.0
107,rot_4,-2.51327412287,1,-1,791,2.770855526,11.0
108,cut_1,0.0,5,3,352,0.0708008171142,12.0
109,centre_cut,0.0,1,-1,352,0.156683597059,12.0
110,rot_3,-1.88495559215,1,-1,352,-0.217242994523,12.0
111,cut_4,0.0,-7,-9,352,1.47473055458,12.0
112,rot_1,-0.628318530718,1,-1,352,1.24758355159,12.0
113,cut_3,0.0,-3,-5,352,0.960457921054,12.0
114,rot_2,-1.25663706144,1,-1,352,0.918188567014,12.0
115,cut_2,0.0,9,7,352,0.299318036778,12.0
116,rot_4,-2.51327412287,1,-1,352,-0.630054905686,12.0
117,cut_1,0.0,5,3,693,1.46322234683,13.0
118,centre_cut,0.0,1,-1,693,1.9950327930400003,13.0
119,rot_3,-1.88495559215,1,-1,693,0.272726054878,13.0
120,cut_4,0.0,-7,-9,693,1.79344190898,13.0
121,rot_1,-0.628318530718,1,-1,693,2.0200125242099998,13.0
122,cut_3,0.0,-3,-5,693,1.8430685444,13.0
123,rot_2,-1.25663706144,1,-1,693,0.9586753173729999,13.0
124,cut_2,0.0,9,7,693,0.9304908160430001,13.0
125,rot_4,-2.51327412287,1,-1,693,0.9542077717630001,13.0
126,cut_1,0.0,5,3,355,1.15802781497,14.0
127,centre_cut,0.0,1,-1,355,1.9031522351400003,14.0
128,rot_3,-1.88495559215,1,-1,355,0.918091827859,14.0
129,cut_4,0.0,-7,-9,355,0.399590148864,14.0
130,rot_1,-0.628318530718,1,-1,355,1.30011712295,14.0
131,cut_3,0.0,-3,-5,355,1.8854429066,14.0
132,rot_2,-1.25663706144,1,-1,355,1.08272052703,14.0
133,cut_2,0.0,9,7,355,1.50944800901,14.0
134,rot_4,-2.51327412287,1,-1,355,1.4892727983899998,14.0
135,cut_1,0.0,5,3,141,1.85995359621,15.0
136,centre_cut,0.0,1,-1,141,1.68217798048,15.0
137,rot_3,-1.88495559215,1,-1,141,0.315358746015,15.0
138,cut_4,0.0,-7,-9,141,0.8745089232600001,15.0
139,rot_1,-0.628318530718,1,-1,141,0.148093439935,15.0
140,cut_3,0.0,-3,-5,141,0.6801476089219999,15.0
141,rot_2,-1.25663706144,1,-1,141,-0.7056723364380001,15.0
142,cut_2,0.0,9,7,141,1.30797934824,15.0
143,rot_4,-2.51327412287,1,-1,141,1.65539136221,15.0
144,cut_1,0.0,5,3,882,0.7028772582260001,16.0
145,centre_cut,0.0,1,-1,882,1.01258776967,16.0
146,rot_3,-1.88495559215,1,-1,882,1.2133508445799999,16.0
147,cut_4,0.0,-7,-9,882,0.698063676215,16.0
148,rot_1,-0.628318530718,1,-1,882,1.2260343512799998,16.0
149,cut_3,0.0,-3,-5,882,1.2414480871100002,16.0
150,rot_2,-1.25663706144,1,-1,882,1.40711757232,16.0
151,cut_2,0.0,9,7,882,0.933853531635,16.0
152,rot_4,-2.51327412287,1,-1,882,1.0753054447100001,16.0
153,cut_1,0.0,5,3,126,0.337904597183,17.0
154,centre_cut,0.0,1,-1,126,0.348980935323,17.0
155,rot_3,-1.88495559215,1,-1,126,1.51540088271,17.0
156,cut_4,0.0,-7,-9,126,1.08787467142,17.0
157,rot_1,-0.628318530718,1,-1,126,-0.358741033829,17.0
158,cut_3,0.0,-3,-5,126,0.5370335202759999,17.0
159,rot_2,-1.25663706144,1,-1,126,0.235691940185,17.0
160,cut_2,0.0,9,7,126,0.653514408818,17.0
161,rot_4,-2.51327412287,1,-1,126,1.6050550357299997,17.0
162,cut_1,0.0,5,3,67,2.3081682134599997,18.0
163,centre_cut,0.0,1,-1,67,2.8993589211699997,18.0
164,rot_3,-1.88495559215,1,-1,67,1.05493146955,18.0
165,cut_4,0.0,-7,-9,67,1.27683248157,18.0
166,rot_1,-0.628318530718,1,-1,67,1.74871399469,18.0
167,cut_3,0.0,-3,-5,67,2.69660604263,18.0
168,rot_2,-1.25663706144,1,-1,67,0.721489157794,18.0
169,cut_2,0.0,9,7,67,1.7418543344,18.0
170,rot_4,-2.51327412287,1,-1,67,2.3042920380500003,18.0
171,cut_1,0.0,5,3,687,0.613870903556,19.0
172,centre_cut,0.0,1,-1,687,1.18017589998,19.0
173,rot_3,-1.88495559215,1,-1,687,2.0204376960599997,19.0
174,cut_4,0.0,-7,-9,687,0.8461380601530001,19.0
175,rot_1,-0.628318530718,1,-1,687,-0.507044099114,19.0
176,cut_3,0.0,-3,-5,687,1.93506478683,19.0
177,rot_2,-1.25663706144,1,-1,687,0.0274672520628,19.0
178,cut_2,0.0,9,7,687,0.8668588386799999,19.0
179,rot_4,-2.51327412287,1,-1,687,2.4322320350999997,19.0
180,cut_1,0.0,5,3,405,1.71765989214,20.0
181,centre_cut,0.0,1,-1,405,1.40051320668,20.0
182,rot_3,-1.88495559215,1,-1,405,2.4121261686,20.0
183,cut_4,0.0,-7,-9,405,1.08413677709,20.0
184,rot_1,-0.628318530718,1,-1,405,-0.16902263366099998,20.0
185,cut_3,0.0,-3,-5,405,1.4344353376299999,20.0
186,rot_2,-1.25663706144,1,-1,405,0.268443422242,20.0
187,cut_2,0.0,9,7,405,1.0001171573799998,20.0
188,rot_4,-2.51327412287,1,-1,405,2.86476404487,20.0
189,cut_1,0.0,5,3,256,-0.190571055381,21.0
190,centre_cut,0.0,1,-1,256,-0.475918870433,21.0
191,rot_3,-1.88495559215,1,-1,256,0.7251759365970001,21.0
192,cut_4,0.0,-7,-9,256,0.371615399912,21.0
193,rot_1,-0.628318530718,1,-1,256,-0.236610462691,21.0
194,cut_3,0.0,-3,-5,256,-1.07426680844,21.0
195,rot_2,-1.25663706144,1,-1,256,0.716252707887,21.0
196,cut_2,0.0,9,7,256,0.734618674368,21.0
197,rot_4,-2.51327412287,1,-1,256,0.362830089896,21.0
198,cut_1,0.0,5,3,955,-0.602845195114,22.0
199,centre_cut,0.0,1,-1,955,-0.546350724873,22.0
200,rot_3,-1.88495559215,1,-1,955,-0.105077135096,22.0
201,cut_4,0.0,-7,-9,955,1.4192595902,22.0
202,rot_1,-0.628318530718,1,-1,955,-0.120149443014,22.0
203,cut_3,0.0,-3,-5,955,0.236631962622,22.0
204,rot_2,-1.25663706144,1,-1,955,0.0632548207881,22.0
205,cut_2,0.0,9,7,955,0.266205231965,22.0
206,rot_4,-2.51327412287,1,-1,955,-0.431267837934,22.0
207,cut_1,0.0,5,3,877,2.42509977443,23.0
208,centre_cut,0.0,1,-1,877,2.46579184172,23.0
209,rot_3,-1.88495559215,1,-1,877,-0.060063604267600004,23.0
210,cut_4,0.0,-7,-9,877,0.576339211567,23.0
211,rot_1,-0.628318530718,1,-1,877,0.934192648129,23.0
212,cut_3,0.0,-3,-5,877,1.72951374961,23.0
213,rot_2,-1.25663706144,1,-1,877,-0.495375398179,23.0
214,cut_2,0.0,9,7,877,1.9350939473900002,23.0
215,rot_4,-2.51327412287,1,-1,877,1.62681026708,23.0
216,cut_1,0.0,5,3,304,2.48046776939,24.0
217,centre_cut,0.0,1,-1,304,2.16337183764,24.0
218,rot_3,-1.88495559215,1,-1,304,2.14225688217,24.0
219,cut_4,0.0,-7,-9,304,-0.23658860287300001,24.0
220,rot_1,-0.628318530718,1,-1,304,-0.370958552752,24.0
221,cut_3,0.0,-3,-5,304,0.8891993154629999,24.0
222,rot_2,-1.25663706144,1,-1,304,-0.24182725762899998,24.0
223,cut_2,0.0,9,7,304,2.08749912133,24.0
224,rot_4,-2.51327412287,1,-1,304,3.49045168421,24.0
225,cut_1,0.0,5,3,198,0.593477840409,25.0
226,centre_cut,0.0,1,-1,198,0.244356227533,25.0
227,rot_3,-1.88495559215,1,-1,198,0.316136571167,25.0
228,cut_4,0.0,-7,-9,198,0.994571096917,25.0
229,rot_1,-0.628318530718,1,-1,198,1.02777549384,25.0
230,cut_3,0.0,-3,-5,198,0.711359293117,25.0
231,rot_2,-1.25663706144,1,-1,198,1.03149369225,25.0
232,cut_2,0.0,9,7,198,0.5924655133,25.0
233,rot_4,-2.51327412287,1,-1,198,-0.1632105413,25.0
234,cut_1,0.0,5,3,880,-1.56773244852,26.0
235,centre_cut,0.0,1,-1,880,-0.798206914876,26.0
236,rot_3,-1.88495559215,1,-1,880,0.864317140257,26.0
237,cut_4,0.0,-7,-9,880,1.53047318397,26.0
238,rot_1,-0.628318530718,1,-1,880,1.20618458013,26.0
239,cut_3,0.0,-3,-5,880,0.296120738352,26.0
240,rot_2,-1.25663706144,1,-1,880,2.22336152789,26.0
241,cut_2,0.0,9,7,880,-0.6153888631719999,26.0
242,rot_4,-2.51327412287,1,-1,880,-0.84093451889,26.0
243,cut_1,0.0,5,3,276,3.1662967346099995,27.0
244,centre_cut,0.0,1,-1,276,2.9061876978099996,27.0
245,rot_3,-1.88495559215,1,-1,276,0.7556020945020001,27.0
246,cut_4,0.0,-7,-9,276,1.63588513333,27.0
247,rot_1,-0.628318530718,1,-1,276,2.55032265475,27.0
248,cut_3,0.0,-3,-5,276,2.1907496266599997,27.0
249,rot_2,-1.25663706144,1,-1,276,0.9710747599200001,27.0
250,cut_2,0.0,9,7,276,1.36757762769,27.0
251,rot_4,-2.51327412287,1,-1,276,1.78164704093,27.0
252,cut_1,0.0,5,3,707,1.56841406755,28.0
253,centre_cut,0.0,1,-1,707,1.8974084951299999,28.0
254,rot_3,-1.88495559215,1,-1,707,1.4509427757299997,28.0
255,cut_4,0.0,-7,-9,707,1.32157679564,28.0
256,rot_1,-0.628318530718,1,-1,707,2.3585110028900003,28.0
257,cut_3,0.0,-3,-5,707,2.2654576133,28.0
258,rot_2,-1.25663706144,1,-1,707,1.9613381577000002,28.0
259,cut_2,0.0,9,7,707,1.3484255148,28.0
260,rot_4,-2.51327412287,1,-1,707,1.3764987380899998,28.0
261,cut_1,0.0,5,3,374,1.16033835288,29.0
262,centre_cut,0.0,1,-1,374,0.865119434569,29.0
263,rot_3,-1.88495559215,1,-1,374,0.625403218165,29.0
264,cut_4,0.0,-7,-9,374,-0.27464689530499997,29.0
265,rot_1,-0.628318530718,1,-1,374,-0.0577421498925,29.0
266,cut_3,0.0,-3,-5,374,-0.130885446386,29.0
267,rot_2,-1.25663706144,1,-1,374,-0.07334784092239999,29.0
268,cut_2,0.0,9,7,374,1.6346993009900002,29.0
269,rot_4,-2.51327412287,1,-1,374,1.15869978435,29.0
270,cut_1,0.0,5,3,686,1.6881090322999999,30.0
271,centre_cut,0.0,1,-1,686,1.32383213617,30.0
272,rot_3,-1.88495559215,1,-1,686,0.925982445157,30.0
273,cut_4,0.0,-7,-9,686,1.62910422256,30.0
274,rot_1,-0.628318530718,1,-1,686,1.77904067107,30.0
275,cut_3,0.0,-3,-5,686,1.06099941582,30.0
276,rot_2,-1.25663706144,1,-1,686,1.3095787323299999,30.0
277,cut_2,0.0,9,7,686,0.998416167051,30.0
278,rot_4,-2.51327412287,1,-1,686,0.9364937391979999,30.0
279,cut_1,0.0,5,3,735,-0.986667573135,31.0
280,centre_cut,0.0,1,-1,735,-0.650298590336,31.0
281,rot_3,-1.88495559215,1,-1,735,0.140128846676,31.0
282,cut_4,0.0,-7,-9,735,1.43455151561,31.0
283,rot_1,-0.628318530718,1,-1,735,0.590224386895,31.0
284,cut_3,0.0,-3,-5,735,0.330302157873,31.0
285,rot_2,-1.25663706144,1,-1,735,1.05962449373,31.0
286,cut_2,0.0,9,7,735,0.241763217506,31.0
287,rot_4,-2.51327412287,1,-1,735,-0.7571634031300001,31.0
288,cut_1,0.0,5,3,157,2.2563595841099997,32.0
289,centre_cut,0.0,1,-1,157,2.06500408234,32.0
290,rot_3,-1.88495559215,1,-1,157,1.91488149801,32.0
291,cut_4,0.0,-7,-9,157,0.724607114993,32.0
292,rot_1,-0.628318530718,1,-1,157,0.686634475959,32.0
293,cut_3,0.0,-3,-5,157,1.49906169769,32.0
294,rot_2,-1.25663706144,1,-1,157,0.559944596942,32.0
295,cut_2,0.0,9,7,157,1.27892604097,32.0
296,rot_4,-2.51327412287,1,-1,157,2.7096108249299995,32.0
297,cut_1,0.0,5,3,711,0.40395137619599997,33.0
298,centre_cut,0.0,1,-1,711,0.647688272394,33.0
299,rot_3,-1.88495559215,1,-1,711,1.44724411002,33.0
300,cut_4,0.0,-7,-9,711,1.14349499434,33.0
301,rot_1,-0.628318530718,1,-1,711,1.7616390360599998,33.0
302,cut_3,0.0,-3,-5,711,0.730908761514,33.0
303,rot_2,-1.25663706144,1,-1,711,2.37822193285,33.0
304,cut_2,0.0,9,7,711,0.40588139850999994,33.0
305,rot_4,-2.51327412287,1,-1,711,0.6261800773089999,33.0
306,cut_1,0.0,5,3,907,0.5894682094879999,34.0
307,centre_cut,0.0,1,-1,907,0.175366259951,34.0
308,rot_3,-1.88495559215,1,-1,907,-0.8209000539419999,34.0
309,cut_4,0.0,-7,-9,907,0.622368395386,34.0
310,rot_1,-0.628318530718,1,-1,907,-0.7794525060330001,34.0
311,cut_3,0.0,-3,-5,907,-0.030774960880800003,34.0
312,rot_2,-1.25663706144,1,-1,907,-1.46880241743,34.0
313,cut_2,0.0,9,7,907,1.2050479493700001,34.0
314,rot_4,-2.51327412287,1,-1,907,0.027454645804,34.0
315,cut_1,0.0,5,3,584,1.15980349036,35.0
316,centre_cut,0.0,1,-1,584,1.12403081176,35.0
317,rot_3,-1.88495559215,1,-1,584,1.34659749813,35.0
318,cut_4,0.0,-7,-9,584,0.528246100009,35.0
319,rot_1,-0.628318530718,1,-1,584,1.0855813301700001,35.0
320,cut_3,0.0,-3,-5,584,0.674306536471,35.0
321,rot_2,-1.25663706144,1,-1,584,1.33652195527,35.0
322,cut_2,0.0,9,7,584,1.07598921838,35.0
323,rot_4,-2.51327412287,1,-1,584,1.30704729115,35.0
324,cut_1,0.0,5,3,546,-0.383901941577,36.0
325,centre_cut,0.0,1,-1,546,-0.19231994307599998,36.0
326,rot_3,-1.88495559215,1,-1,546,-1.4757875176800002,36.0
327,cut_4,0.0,-7,-9,546,1.0945225765,36.0
328,rot_1,-0.628318530718,1,-1,546,1.61832718891,36.0
329,cut_3,0.0,-3,-5,546,0.404266234727,36.0
330,rot_2,-1.25663706144,1,-1,546,1.0010667838,36.0
331,cut_2,0.0,9,7,546,0.296411834061,36.0
332,rot_4,-2.51327412287,1,-1,546,-1.96860917877,36.0
333,cut_1,0.0,5,3,267,0.9297344762530001,37.0
334,centre_cut,0.0,1,-1,267,0.762011485756,37.0
335,rot_3,-1.88495559215,1,-1,267,-0.0268969131585,37.0
336,cut_4,0.0,-7,-9,267,1.5476183112900002,37.0
337,rot_1,-0.628318530718,1,-1,267,3.10819886608,37.0
338,cut_3,0.0,-3,-5,267,1.3855920054100002,37.0
339,rot_2,-1.25663706144,1,-1,267,2.5370563972099998,37.0
340,cut_2,0.0,9,7,267,0.400640696533,37.0
341,rot_4,-2.51327412287,1,-1,267,-0.9793054496770001,37.0
342,cut_1,0.0,5,3,26,2.10411689194,38.0
343,centre_cut,0.0,1,-1,26,2.32647834538,38.0
344,rot_3,-1.88495559215,1,-1,26,-0.8200306329620001,38.0
345,cut_4,0.0,-7,-9,26,0.935732573804,38.0
346,rot_1,-0.628318530718,1,-1,26,2.8073337684,38.0
347,cut_3,0.0,-3,-5,26,2.38462880455,38.0
348,rot_2,-1.25663706144,1,-1,26,1.00990377106,38.0
349,cut_2,0.0,9,7,26,1.7828668298900001,38.0
350,rot_4,-2.51327412287,1,-1,26,-0.012436367536500001,38.0
351,cut_1,0.0,5,3,56,1.09348174247,39.0
352,centre_cut,0.0,1,-1,56,0.720888469958,39.0
353,rot_3,-1.88495559215,1,-1,56,0.30142256752700003,39.0
354,cut_4,0.0,-7,-9,56,0.692784638912,39.0
355,rot_1,-0.628318530718,1,-1,56,1.62856025716,39.0
356,cut_3,0.0,-3,-5,56,0.7685678940880001,39.0
357,rot_2,-1.25663706144,1,-1,56,1.45107794916,39.0
358,cut_2,0.0,9,7,56,1.37773415057,39.0
359,rot_4,-2.51327412287,1,-1,56,0.024727176236900003,39.0
360,cut_1,0.0,5,3,745,1.54955249192,40.0
361,centre_cut,0.0,1,-1,745,1.50065988455,40.0
362,rot_3,-1.88495559215,1,-1,745,-0.34824140172,40.0
363,cut_4,0.0,-7,-9,745,1.0525063997,40.0
364,rot_1,-0.628318530718,1,-1,745,0.38740234196900003,40.0
365,cut_3,0.0,-3,-5,745,1.2805060883,40.0
366,rot_2,-1.25663706144,1,-1,745,-0.770580545115,40.0
367,cut_2,0.0,9,7,745,1.65972870006,40.0
368,rot_4,-2.51327412287,1,-1,745,0.934812929306,40.0
369,cut_1,0.0,5,3,76,0.5439454090720001,41.0
370,centre_cut,0.0,1,-1,76,0.694383498725,41.0
371,rot_3,-1.88495559215,1,-1,76,0.704317309327,41.0
372,cut_4,0.0,-7,-9,76,-0.436617946322,41.0
373,rot_1,-0.628318530718,1,-1,76,-0.075530269461,41.0
374,cut_3,0.0,-3,-5,76,0.191065502355,41.0
375,rot_2,-1.25663706144,1,-1,76,0.273279980397,41.0
376,cut_2,0.0,9,7,76,1.0341834110299999,41.0
377,rot_4,-2.51327412287,1,-1,76,0.917587791983,41.0
378,cut_1,0.0,5,3,285,2.8668990602900006,42.0
379,centre_cut,0.0,1,-1,285,2.4266079107,42.0
380,rot_3,-1.88495559215,1,-1,285,2.60609654687,42.0
381,cut_4,0.0,-7,-9,285,0.9749970758840001,42.0
382,rot_1,-0.628318530718,1,-1,285,2.32800482367,42.0
383,cut_3,0.0,-3,-5,285,1.5618739187700001,42.0
384,rot_2,-1.25663706144,1,-1,285,2.40961052634,42.0
385,cut_2,0.0,9,7,285,1.5160883721399998,42.0
386,rot_4,-2.51327412287,1,-1,285,2.61815985692,42.0
387,cut_1,0.0,5,3,330,0.800282468957,43.0
388,centre_cut,0.0,1,-1,330,0.554816424565,43.0
389,rot_3,-1.88495559215,1,-1,330,0.519406474053,43.0
390,cut_4,0.0,-7,-9,330,0.61716045297,43.0
391,rot_1,-0.628318530718,1,-1,330,2.36139102898,43.0
392,cut_3,0.0,-3,-5,330,0.17001980041099998,43.0
393,rot_2,-1.25663706144,1,-1,330,2.2829719727,43.0
394,cut_2,0.0,9,7,330,0.575729213266,43.0
395,rot_4,-2.51327412287,1,-1,330,-0.41467498032600003,43.0
396,cut_1,0.0,5,3,896,1.0456002535700002,44.0
397,centre_cut,0.0,1,-1,896,1.50958223123,44.0
398,rot_3,-1.88495559215,1,-1,896,-0.136259933956,44.0
399,cut_4,0.0,-7,-9,896,1.07315631916,44.0
400,rot_1,-0.628318530718,1,-1,896,-0.132379497193,44.0
401,cut_3,0.0,-3,-5,896,2.21391448025,44.0
402,rot_2,-1.25663706144,1,-1,896,-1.1268552170200001,44.0
403,cut_2,0.0,9,7,896,1.69586782977,44.0
404,rot_4,-2.51327412287,1,-1,896,1.27253693678,44.0
405,cut_1,0.0,5,3,946,1.45714431807,45.0
406,centre_cut,0.0,1,-1,946,1.2702808992799999,45.0
407,rot_3,-1.88495559215,1,-1,946,1.16798838857,45.0
408,cut_4,0.0,-7,-9,946,-0.296570582436,45.0
409,rot_1,-0.628318530718,1,-1,946,-0.0665189175158,45.0
410,cut_3,0.0,-3,-5,946,0.458160984544,45.0
411,rot_2,-1.25663706144,1,-1,946,-0.0625805407299,45.0
412,cut_2,0.0,9,7,946,1.50999752296,45.0
413,rot_4,-2.51327412287,1,-1,946,1.86110339865,45.0
414,cut_1,0.0,5,3,743,0.9175982254520001,46.0
415,centre_cut,0.0,1,-1,743,0.9774662304289999,46.0
416,rot_3,-1.88495559215,1,-1,743,0.173354213987,46.0
417,cut_4,0.0,-7,-9,743,0.7708589173289999,46.0
418,rot_1,-0.628318530718,1,-1,743,0.383975186146,46.0
419,cut_3,0.0,-3,-5,743,0.846924126922,46.0
420,rot_2,-1.25663706144,1,-1,743,-0.05973025904299999,46.0
421,cut_2,0.0,9,7,743,1.1576154239799998,46.0
422,rot_4,-2.51327412287,1,-1,743,0.741284748834,46.0
423,cut_1,0.0,5,3,594,0.41652950780500003,47.0
424,centre_cut,0.0,1,-1,594,0.839829011321,47.0
425,rot_3,-1.88495559215,1,-1,594,0.32994820355,47.0
426,cut_4,0.0,-7,-9,594,1.23451108213,47.0
427,rot_1,-0.628318530718,1,-1,594,1.11847593377,47.0
428,cut_3,0.0,-3,-5,594,1.09149255815,47.0
429,rot_2,-1.25663706144,1,-1,594,0.9772757832700001,47.0
430,cut_2,0.0,9,7,594,0.491050644781,47.0
431,rot_4,-2.51327412287,1,-1,594,0.385648015572,47.0
432,cut_1,0.0,5,3,901,1.69329271896,48.0
433,centre_cut,0.0,1,-1,901,2.14168721303,48.0
434,rot_3,-1.88495559215,1,-1,901,1.39483955061,48.0
435,cut_4,0.0,-7,-9,901,1.1907082928200001,48.0
436,rot_1,-0.628318530718,1,-1,901,1.6257891482,48.0
437,cut_3,0.0,-3,-5,901,2.26686781862,48.0
438,rot_2,-1.25663706144,1,-1,901,1.2853078771100002,48.0
439,cut_2,0.0,9,7,901,1.03540466045,48.0
