,sample_type,theta,cutp,cutn,seed_num,mes,stress_mean,sample_num
112,cut_first,0.0,1,-1,18,7.36960911178,21532720.5506,56.0
113,cut_second,-1.5707963267899998,1,-1,18,3.66559756927,21532720.5506,56.0
114,cut_first,0.0,1,-1,224,11.6130892681,-3827815.1827599998,57.0
115,cut_second,-1.5707963267899998,1,-1,224,0.4082397336,-3827815.1827599998,57.0
116,cut_first,0.0,1,-1,90,8.014127817919999,18792760.7899,58.0
117,cut_second,-1.5707963267899998,1,-1,90,1.7992667215599998,18792760.7899,58.0
118,cut_first,0.0,1,-1,236,1.24314271114,29386460.9333,59.0
119,cut_second,-1.5707963267899998,1,-1,236,6.51871332082,29386460.9333,59.0
120,cut_first,0.0,1,-1,92,6.3622887598,22892902.7172,60.0
121,cut_second,-1.5707963267899998,1,-1,92,2.3624918365900003,22892902.7172,60.0
122,cut_first,0.0,1,-1,32,4.440142274049999,17671157.0746,61.0
123,cut_second,-1.5707963267899998,1,-1,32,6.83979378023,17671157.0746,61.0
124,cut_first,0.0,1,-1,83,1.2638616289,28473646.8445,62.0
125,cut_second,-1.5707963267899998,1,-1,83,5.65436445378,28473646.8445,62.0
126,cut_first,0.0,1,-1,16,4.87240607793,21970157.1972,63.0
127,cut_second,-1.5707963267899998,1,-1,16,7.86904956856,21970157.1972,63.0
128,cut_first,0.0,1,-1,42,4.2998811621,25294777.8052,64.0
129,cut_second,-1.5707963267899998,1,-1,42,5.774981309149999,25294777.8052,64.0
130,cut_first,0.0,1,-1,46,4.98921722855,26089603.284,65.0
131,cut_second,-1.5707963267899998,1,-1,46,4.46011705815,26089603.284,65.0
132,cut_first,0.0,1,-1,85,5.10939624239,22411035.2805,66.0
133,cut_second,-1.5707963267899998,1,-1,85,4.370764325880001,22411035.2805,66.0
134,cut_first,0.0,1,-1,89,4.68824530706,5546734.11527,67.0
135,cut_second,-1.5707963267899998,1,-1,89,7.62090686979,5546734.11527,67.0
136,cut_first,0.0,1,-1,210,3.53306932554,18122545.4881,68.0
137,cut_second,-1.5707963267899998,1,-1,210,9.49103006923,18122545.4881,68.0
138,cut_first,0.0,1,-1,259,0.323306072766,15109602.229,69.0
139,cut_second,-1.5707963267899998,1,-1,259,9.44960559232,15109602.229,69.0
140,cut_first,0.0,1,-1,172,7.66133592233,31239480.566999998,70.0
141,cut_second,-1.5707963267899998,1,-1,172,5.68235517403,31239480.566999998,70.0
142,cut_first,0.0,1,-1,33,6.54607379843,17941992.514000002,71.0
143,cut_second,-1.5707963267899998,1,-1,33,5.42715816044,17941992.514000002,71.0
144,cut_first,0.0,1,-1,127,4.68835289425,15661457.0213,72.0
145,cut_second,-1.5707963267899998,1,-1,127,1.98095483475,15661457.0213,72.0
146,cut_first,0.0,1,-1,322,11.3163449602,11153541.0434,73.0
147,cut_second,-1.5707963267899998,1,-1,322,5.6291617381300005,11153541.0434,73.0
148,cut_first,0.0,1,-1,258,2.27449454275,23017162.0111,74.0
149,cut_second,-1.5707963267899998,1,-1,258,6.818999358759999,23017162.0111,74.0
150,cut_first,0.0,1,-1,191,7.70498844198,5932341.5857,75.0
151,cut_second,-1.5707963267899998,1,-1,191,7.044865413010001,5932341.5857,75.0
152,cut_first,0.0,1,-1,3,3.11130504967,36942086.9132,76.0
153,cut_second,-1.5707963267899998,1,-1,3,6.99187043731,36942086.9132,76.0
154,cut_first,0.0,1,-1,86,0.9763640478319999,15440790.4604,77.0
155,cut_second,-1.5707963267899998,1,-1,86,8.957790138830001,15440790.4604,77.0
156,cut_first,0.0,1,-1,116,6.49019794625,7362741.27239,78.0
157,cut_second,-1.5707963267899998,1,-1,116,4.33368866933,7362741.27239,78.0
158,cut_first,0.0,1,-1,133,8.51359910477,11541384.5965,79.0
159,cut_second,-1.5707963267899998,1,-1,133,3.52769146425,11541384.5965,79.0
160,cut_first,0.0,1,-1,65,6.50362470224,13300688.9395,80.0
161,cut_second,-1.5707963267899998,1,-1,65,3.6202599807899998,13300688.9395,80.0
162,cut_first,0.0,1,-1,186,7.5738666422000005,38496209.261999995,81.0
163,cut_second,-1.5707963267899998,1,-1,186,4.6803349357999995,38496209.261999995,81.0
164,cut_first,0.0,1,-1,125,6.94598439277,14516235.4839,82.0
165,cut_second,-1.5707963267899998,1,-1,125,5.543998671180001,14516235.4839,82.0
166,cut_first,0.0,1,-1,204,4.7769492868,19205594.3408,83.0
167,cut_second,-1.5707963267899998,1,-1,204,8.62314420027,19205594.3408,83.0
168,cut_first,0.0,1,-1,41,3.1431318173400005,18376011.4108,84.0
169,cut_second,-1.5707963267899998,1,-1,41,7.80860946832,18376011.4108,84.0
170,cut_first,0.0,1,-1,23,4.79282512044,26829889.5025,85.0
171,cut_second,-1.5707963267899998,1,-1,23,4.814721985869999,26829889.5025,85.0
172,cut_first,0.0,1,-1,135,5.0971926844099995,9413266.48679,86.0
173,cut_second,-1.5707963267899998,1,-1,135,7.328171515219999,9413266.48679,86.0
174,cut_first,0.0,1,-1,213,3.2455022457,22032335.1103,87.0
175,cut_second,-1.5707963267899998,1,-1,213,5.9304814151,22032335.1103,87.0
176,cut_first,0.0,1,-1,99,0.26007850319000003,19533187.7322,88.0
177,cut_second,-1.5707963267899998,1,-1,99,8.99400705151,19533187.7322,88.0
178,cut_first,0.0,1,-1,44,4.21875905178,14049430.7401,89.0
179,cut_second,-1.5707963267899998,1,-1,44,5.3805953529799995,14049430.7401,89.0
180,cut_first,0.0,1,-1,52,1.5434441867,25499986.7785,90.0
181,cut_second,-1.5707963267899998,1,-1,52,9.85048660364,25499986.7785,90.0
182,cut_first,0.0,1,-1,29,4.23556340979,17052801.9386,91.0
183,cut_second,-1.5707963267899998,1,-1,29,7.993083820960001,17052801.9386,91.0
184,cut_first,0.0,1,-1,317,6.95551979285,30592538.7687,92.0
185,cut_second,-1.5707963267899998,1,-1,317,5.86702290756,30592538.7687,92.0
186,cut_first,0.0,1,-1,80,1.0459440353899998,37944835.8395,93.0
187,cut_second,-1.5707963267899998,1,-1,80,7.5144348244399986,37944835.8395,93.0
188,cut_first,0.0,1,-1,275,2.6937464004600002,34832177.5727,94.0
189,cut_second,-1.5707963267899998,1,-1,275,7.535692480680001,34832177.5727,94.0
190,cut_first,0.0,1,-1,227,5.369132993740001,22802422.1252,95.0
191,cut_second,-1.5707963267899998,1,-1,227,6.80604507232,22802422.1252,95.0
192,cut_first,0.0,1,-1,188,7.487197769089999,34115858.0065,96.0
193,cut_second,-1.5707963267899998,1,-1,188,7.584681123260001,34115858.0065,96.0
194,cut_first,0.0,1,-1,169,8.64573530716,26691626.6923,97.0
195,cut_second,-1.5707963267899998,1,-1,169,0.24956045493,26691626.6923,97.0
196,cut_first,0.0,1,-1,43,3.8377381279000002,23137230.0951,98.0
197,cut_second,-1.5707963267899998,1,-1,43,6.66739929847,23137230.0951,98.0
198,cut_first,0.0,1,-1,87,7.68476476753,24173797.5204,99.0
199,cut_second,-1.5707963267899998,1,-1,87,6.7007822314,24173797.5204,99.0
200,cut_first,0.0,1,-1,320,1.3576545231200001,11919033.44,100.0
201,cut_second,-1.5707963267899998,1,-1,320,14.463012253399999,11919033.44,100.0
202,cut_first,0.0,1,-1,149,5.23469327841,21734497.4536,101.0
203,cut_second,-1.5707963267899998,1,-1,149,5.537162554199999,21734497.4536,101.0
204,cut_first,0.0,1,-1,98,9.83363761623,25087446.716,102.0
205,cut_second,-1.5707963267899998,1,-1,98,3.2677587361900002,25087446.716,102.0
206,cut_first,0.0,1,-1,254,3.3835618475900002,41049246.6686,103.0
207,cut_second,-1.5707963267899998,1,-1,254,2.96551230495,41049246.6686,103.0
208,cut_first,0.0,1,-1,196,6.1857551405999995,27296418.4185,104.0
209,cut_second,-1.5707963267899998,1,-1,196,4.0576090032300005,27296418.4185,104.0
210,cut_first,0.0,1,-1,5,3.84733949734,24794535.3808,105.0
211,cut_second,-1.5707963267899998,1,-1,5,8.26696347955,24794535.3808,105.0
212,cut_first,0.0,1,-1,183,6.475122035419999,19861820.1881,106.0
213,cut_second,-1.5707963267899998,1,-1,183,4.51183041075,19861820.1881,106.0
214,cut_first,0.0,1,-1,136,7.833695565269999,19406730.2687,107.0
215,cut_second,-1.5707963267899998,1,-1,136,5.078601383430001,19406730.2687,107.0
216,cut_first,0.0,1,-1,218,9.63873564856,12616611.8639,108.0
217,cut_second,-1.5707963267899998,1,-1,218,4.3416463061199995,12616611.8639,108.0
218,cut_first,0.0,1,-1,68,7.431390283280001,12301662.7245,109.0
219,cut_second,-1.5707963267899998,1,-1,68,5.965152164530001,12301662.7245,109.0
220,cut_first,0.0,1,-1,124,-2.07125715572,23417425.3784,110.0
221,cut_second,-1.5707963267899998,1,-1,124,11.2807971994,23417425.3784,110.0
222,cut_first,0.0,1,-1,314,4.34068053683,22313980.4146,111.0
223,cut_second,-1.5707963267899998,1,-1,314,6.73460513691,22313980.4146,111.0
224,cut_first,0.0,1,-1,165,3.31815200082,24476474.3956,112.0
225,cut_second,-1.5707963267899998,1,-1,165,7.313082252689999,24476474.3956,112.0
226,cut_first,0.0,1,-1,151,6.45488343303,15076094.8757,113.0
227,cut_second,-1.5707963267899998,1,-1,151,4.1333862039,15076094.8757,113.0
228,cut_first,0.0,1,-1,112,5.49997403877,34139175.6607,114.0
229,cut_second,-1.5707963267899998,1,-1,112,7.980819529010001,34139175.6607,114.0
230,cut_first,0.0,1,-1,294,5.4037295492499995,13111196.6826,115.0
231,cut_second,-1.5707963267899998,1,-1,294,3.39362467108,13111196.6826,115.0
232,cut_first,0.0,1,-1,40,1.7047175425,15339257.6112,116.0
233,cut_second,-1.5707963267899998,1,-1,40,8.89511037045,15339257.6112,116.0
234,cut_first,0.0,1,-1,4,7.737154153530001,21272471.2449,117.0
235,cut_second,-1.5707963267899998,1,-1,4,5.66262905868,21272471.2449,117.0
236,cut_first,0.0,1,-1,215,1.52315246965,20487203.015,118.0
237,cut_second,-1.5707963267899998,1,-1,215,14.2125731328,20487203.015,118.0
238,cut_first,0.0,1,-1,185,1.71836496405,21219731.1081,119.0
239,cut_second,-1.5707963267899998,1,-1,185,8.57628520192,21219731.1081,119.0
240,cut_first,0.0,1,-1,246,-2.2343129297099997,28692173.015,120.0
241,cut_second,-1.5707963267899998,1,-1,246,7.2570586584,28692173.015,120.0
242,cut_first,0.0,1,-1,128,7.42471205645,17210421.8228,121.0
243,cut_second,-1.5707963267899998,1,-1,128,5.83845990397,17210421.8228,121.0
244,cut_first,0.0,1,-1,286,5.9259121004,17080836.4512,122.0
245,cut_second,-1.5707963267899998,1,-1,286,4.83852408115,17080836.4512,122.0
246,cut_first,0.0,1,-1,274,3.7132107647400003,27314806.8833,123.0
247,cut_second,-1.5707963267899998,1,-1,274,5.98936333395,27314806.8833,123.0
248,cut_first,0.0,1,-1,105,5.41923091032,18604885.8998,124.0
249,cut_second,-1.5707963267899998,1,-1,105,7.38367642861,18604885.8998,124.0
250,cut_first,0.0,1,-1,292,7.3925283104399995,14614194.539,125.0
251,cut_second,-1.5707963267899998,1,-1,292,6.65194371678,14614194.539,125.0
252,cut_first,0.0,1,-1,233,8.88576106885,28762602.5737,126.0
253,cut_second,-1.5707963267899998,1,-1,233,6.13981539773,28762602.5737,126.0
254,cut_first,0.0,1,-1,70,5.01402432485,28488833.7274,127.0
255,cut_second,-1.5707963267899998,1,-1,70,8.533964034610001,28488833.7274,127.0
256,cut_first,0.0,1,-1,229,7.186258179660001,23167686.624,128.0
257,cut_second,-1.5707963267899998,1,-1,229,9.061636415739999,23167686.624,128.0
258,cut_first,0.0,1,-1,75,6.734388265780001,14420083.0025,129.0
259,cut_second,-1.5707963267899998,1,-1,75,2.2526546231499998,14420083.0025,129.0
260,cut_first,0.0,1,-1,195,6.72823568489,29558865.3466,130.0
261,cut_second,-1.5707963267899998,1,-1,195,3.2060948097299997,29558865.3466,130.0
262,cut_first,0.0,1,-1,154,7.16711750455,41661238.0294,131.0
263,cut_second,-1.5707963267899998,1,-1,154,3.9264139826899997,41661238.0294,131.0
264,cut_first,0.0,1,-1,290,5.6457146304900006,12353619.9209,132.0
265,cut_second,-1.5707963267899998,1,-1,290,6.903221143039999,12353619.9209,132.0
266,cut_first,0.0,1,-1,295,8.0184391254,7149116.64481,133.0
267,cut_second,-1.5707963267899998,1,-1,295,3.3361127490299998,7149116.64481,133.0
268,cut_first,0.0,1,-1,37,6.5317798065999995,20325610.961,134.0
269,cut_second,-1.5707963267899998,1,-1,37,5.75943293334,20325610.961,134.0
270,cut_first,0.0,1,-1,284,6.30639464008,22970684.9177,135.0
271,cut_second,-1.5707963267899998,1,-1,284,1.61636963341,22970684.9177,135.0
272,cut_first,0.0,1,-1,120,7.2028880934,22145969.7531,136.0
273,cut_second,-1.5707963267899998,1,-1,120,4.74404677365,22145969.7531,136.0
274,cut_first,0.0,1,-1,109,3.3813085592500003,19124097.5886,137.0
275,cut_second,-1.5707963267899998,1,-1,109,2.60122596546,19124097.5886,137.0
276,cut_first,0.0,1,-1,249,5.6122314629100005,33687344.3369,138.0
277,cut_second,-1.5707963267899998,1,-1,249,5.1797080675,33687344.3369,138.0
278,cut_first,0.0,1,-1,262,5.362249189090001,34476491.113000005,139.0
279,cut_second,-1.5707963267899998,1,-1,262,3.36741503955,34476491.113000005,139.0
280,cut_first,0.0,1,-1,167,3.59397684557,9167300.10082,140.0
281,cut_second,-1.5707963267899998,1,-1,167,2.99555951302,9167300.10082,140.0
282,cut_first,0.0,1,-1,299,3.9916564663,14779510.6728,141.0
283,cut_second,-1.5707963267899998,1,-1,299,6.919738021510001,14779510.6728,141.0
284,cut_first,0.0,1,-1,106,8.1370800242,40334694.0207,142.0
285,cut_second,-1.5707963267899998,1,-1,106,3.8466265517300005,40334694.0207,142.0
286,cut_first,0.0,1,-1,137,3.2667504021499996,30650563.3089,143.0
287,cut_second,-1.5707963267899998,1,-1,137,4.1763515222,30650563.3089,143.0
288,cut_first,0.0,1,-1,62,9.14559984842,20705509.5892,144.0
289,cut_second,-1.5707963267899998,1,-1,62,1.05511855149,20705509.5892,144.0
290,cut_first,0.0,1,-1,225,8.37655799176,23611540.5332,145.0
291,cut_second,-1.5707963267899998,1,-1,225,4.11619471751,23611540.5332,145.0
292,cut_first,0.0,1,-1,239,6.5097507942699995,13946534.455999998,146.0
293,cut_second,-1.5707963267899998,1,-1,239,5.0331985823,13946534.455999998,146.0
294,cut_first,0.0,1,-1,122,4.48694508677,25186284.65,147.0
295,cut_second,-1.5707963267899998,1,-1,122,6.39107312367,25186284.65,147.0
296,cut_first,0.0,1,-1,88,2.92029324602,21780250.0401,148.0
297,cut_second,-1.5707963267899998,1,-1,88,4.9126132043599995,21780250.0401,148.0
298,cut_first,0.0,1,-1,129,5.49324730232,6132010.98331,149.0
299,cut_second,-1.5707963267899998,1,-1,129,3.19373479866,6132010.98331,149.0
300,cut_first,0.0,1,-1,177,7.396496154419999,34300179.1185,150.0
301,cut_second,-1.5707963267899998,1,-1,177,5.695562423230001,34300179.1185,150.0
302,cut_first,0.0,1,-1,100,1.48411387609,5041544.13776,151.0
303,cut_second,-1.5707963267899998,1,-1,100,4.0967585033,5041544.13776,151.0
304,cut_first,0.0,1,-1,174,8.46308027103,29370504.8588,152.0
305,cut_second,-1.5707963267899998,1,-1,174,1.71590581553,29370504.8588,152.0
306,cut_first,0.0,1,-1,1,4.19221760307,35460985.473000005,153.0
307,cut_second,-1.5707963267899998,1,-1,1,8.28490599329,35460985.473000005,153.0
308,cut_first,0.0,1,-1,324,3.74215774148,21021694.1385,154.0
309,cut_second,-1.5707963267899998,1,-1,324,3.9914021444,21021694.1385,154.0
310,cut_first,0.0,1,-1,96,6.14186854084,21446345.6169,155.0
311,cut_second,-1.5707963267899998,1,-1,96,0.44315482016900004,21446345.6169,155.0
312,cut_first,0.0,1,-1,103,6.26616603805,9553707.31301,156.0
313,cut_second,-1.5707963267899998,1,-1,103,3.4797812822900003,9553707.31301,156.0
314,cut_first,0.0,1,-1,306,3.8202846107,19740624.722,157.0
315,cut_second,-1.5707963267899998,1,-1,306,5.999166440390001,19740624.722,157.0
316,cut_first,0.0,1,-1,283,2.8222675317299997,5722803.47638,158.0
317,cut_second,-1.5707963267899998,1,-1,283,6.76825823636,5722803.47638,158.0
318,cut_first,0.0,1,-1,189,3.0469261656,3842654.4426800003,159.0
319,cut_second,-1.5707963267899998,1,-1,189,5.87230323676,3842654.4426800003,159.0
320,cut_first,0.0,1,-1,214,3.17384911257,19554891.762000002,160.0
321,cut_second,-1.5707963267899998,1,-1,214,5.00315621052,19554891.762000002,160.0
322,cut_first,0.0,1,-1,108,8.29103754411,11558528.217,161.0
323,cut_second,-1.5707963267899998,1,-1,108,3.80082904491,11558528.217,161.0
324,cut_first,0.0,1,-1,77,0.679703081022,22840122.215,162.0
325,cut_second,-1.5707963267899998,1,-1,77,5.404111007409999,22840122.215,162.0
326,cut_first,0.0,1,-1,291,9.29205035985,23431437.0645,163.0
327,cut_second,-1.5707963267899998,1,-1,291,1.35708458282,23431437.0645,163.0
328,cut_first,0.0,1,-1,49,6.36549287996,11411984.4746,164.0
329,cut_second,-1.5707963267899998,1,-1,49,1.55477142723,11411984.4746,164.0
330,cut_first,0.0,1,-1,2,10.1288711945,17059331.7061,165.0
331,cut_second,-1.5707963267899998,1,-1,2,5.89373774543,17059331.7061,165.0
332,cut_first,0.0,1,-1,252,6.21894850013,20712964.8694,166.0
333,cut_second,-1.5707963267899998,1,-1,252,3.14523903085,20712964.8694,166.0
334,cut_first,0.0,1,-1,203,5.51109099702,17660664.9654,167.0
335,cut_second,-1.5707963267899998,1,-1,203,4.11116957525,17660664.9654,167.0
336,cut_first,0.0,1,-1,200,3.4496875460000003,7735543.667060001,168.0
337,cut_second,-1.5707963267899998,1,-1,200,7.18032989845,7735543.667060001,168.0
338,cut_first,0.0,1,-1,245,3.12029696035,18718105.3065,169.0
339,cut_second,-1.5707963267899998,1,-1,245,7.3744543947,18718105.3065,169.0
340,cut_first,0.0,1,-1,323,8.53197133693,21373562.4027,170.0
341,cut_second,-1.5707963267899998,1,-1,323,6.24267896716,21373562.4027,170.0
342,cut_first,0.0,1,-1,53,6.04854725784,22672613.5593,171.0
343,cut_second,-1.5707963267899998,1,-1,53,6.583576277130001,22672613.5593,171.0
344,cut_first,0.0,1,-1,111,3.81684973828,10594461.742,172.0
345,cut_second,-1.5707963267899998,1,-1,111,2.1016247143999998,10594461.742,172.0
346,cut_first,0.0,1,-1,242,9.08334916951,17593398.4417,173.0
347,cut_second,-1.5707963267899998,1,-1,242,4.22170006698,17593398.4417,173.0
348,cut_first,0.0,1,-1,230,1.74880332469,28686801.4387,174.0
349,cut_second,-1.5707963267899998,1,-1,230,8.22005376601,28686801.4387,174.0
350,cut_first,0.0,1,-1,95,-1.1469209658600001,14827704.8617,175.0
351,cut_second,-1.5707963267899998,1,-1,95,7.89419909695,14827704.8617,175.0
